downstream_metric	display_name	better_downstream_config	better_downstream_display	better_proxy_config	better_proxy_display	better_downstream_lm_val_bpb	better_proxy_lm_val_bpb	bpb_penalty	better_downstream_value	better_proxy_value	downstream_gain
pubmedqa_acc	Accuracy	random_primary_best_7147e14	Random primary	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.1402516	2.0018394	0.13841219999999987	0.5546664	0.4613332	0.0933332
pubmedqa_acc	Accuracy	random_accuracy_best_7e73835	Random accuracy	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.2810227999999997	2.0018394	0.2791833999999995	0.5466666	0.4613332	0.0853334
pubmedqa_acc	Accuracy	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.2813448000000003	2.0018394	0.2795054000000001	0.4639998	0.4613332	0.002666600000000019
pubmedqa_acc	Accuracy	random_brier_best_8dc23be	Random Brier	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.3191244	2.0018394	0.31728500000000004	0.5546666	0.4613332	0.09333340000000001
pubmedqa_acc	Accuracy	manual_warmup10_da0044c	Manual warmup	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.3521992000000003	2.0018394	0.3503598000000001	0.5133333999999999	0.4613332	0.05200019999999994
pubmedqa_acc	Accuracy	agent_aux_a20f5b7	Agent auxiliary	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.376961	2.0018394	0.37512159999999994	0.496	0.4613332	0.0346668
pubmedqa_acc	Accuracy	manual_baseline_f1664dd	Manual baseline	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.382384	2.0018394	0.3805445999999999	0.5053333999999999	0.4613332	0.044000199999999934
pubmedqa_acc	Accuracy	random_macro_f1_best_8a1209b	Random macro-F1	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.5318487999999997	2.0018394	0.5300093999999995	0.5253334000000001	0.4613332	0.06400020000000006
pubmedqa_acc	Accuracy	random_brier_best_8dc23be	Random Brier	random_primary_best_7147e14	Random primary	2.3191244	2.1402516	0.17887280000000016	0.5546666	0.5546664	2.0000000000575113e-07
pubmedqa_acc	Accuracy	random_brier_best_8dc23be	Random Brier	random_accuracy_best_7e73835	Random accuracy	2.3191244	2.2810227999999997	0.03810160000000051	0.5546666	0.5466666	0.008000000000000007
